order_id,date,product_id,product_name,category,quantity,unit_price,revenue,region
SO001186,2026-02-16,P002,Copper Wire,Raw Materials,1,24.12,24.12,Asia Pacific
SO001187,2025-05-25,P010,Shipping Crate,Packaging,20,13.55,271.0,Europe
SO001188,2025-07-01,P018,Inspection Tag,Packaging,19,0.98,18.62,Latin America
SO001189,2025-11-27,P024,Industrial Sensor,Electronics,7,177.34,1241.38,Latin America
SO001190,2025-05-21,P012,Power Converter,Electronics,7,71.52,500.64,North America
SO001191,2025-10-12,P008,Control Panel,Finished Goods,28,268.56,7519.68,North America
SO001192,2025-04-25,P018,Inspection Tag,Packaging,32,0.92,29.44,Europe
SO001193,2026-05-19,P015,Fastener Kit,Components,28,6.4,179.2,EMEA
SO001194,2025-05-11,P023,Vendor Seal,Packaging,27,0.74,19.98,Latin America
SO001195,2025-08-04,P018,Inspection Tag,Packaging,21,0.88,18.48,Latin America
SO001196,2026-10-23,P007,Industrial Motor,Finished Goods,5,333.66,1668.3,North America
SO001197,2025-10-06,P006,Printed Circuit Board,Components,4,45.33,181.32,Latin America
SO001198,2026-04-28,P015,Fastener Kit,Components,13,6.04,78.52,Asia Pacific
SO001199,2025-05-11,P002,Copper Wire,Raw Materials,27,20.75,560.25,Latin America
SO001200,2025-05-28,P025,Bulk Resin,Raw Materials,25,30.53,763.25,Asia Pacific
SO001201,2026-11-13,P010,Shipping Crate,Packaging,17,14.79,251.43,Europe
SO001202,2026-02-24,P019,Protective Film,Packaging,19,2.37,45.03,Latin America
SO001203,2025-07-23,P023,Vendor Seal,Packaging,8,0.74,5.92,EMEA
SO001204,2026-01-06,P022,Assembly Frame,Finished Goods,12,187.72,2252.64,EMEA
SO001205,2025-04-10,P024,Industrial Sensor,Electronics,28,136.68,3827.04,Asia Pacific
SO001206,2026-05-04,P023,Vendor Seal,Packaging,26,0.72,18.72,Latin America
SO001207,2026-02-04,P013,Quality Label,Packaging,29,1.47,42.63,North America
SO001208,2026-02-19,P023,Vendor Seal,Packaging,18,0.67,12.06,Asia Pacific
SO001209,2026-10-29,P019,Protective Film,Packaging,11,2.39,26.29,North America
SO001210,2026-02-22,P003,Aluminum Sheet,Raw Materials,16,15.66,250.56,North America
SO001211,2026-04-25,P016,Battery Pack,Electronics,4,142.26,569.04,Europe
SO001212,2026-11-14,P023,Vendor Seal,Packaging,4,0.68,2.72,EMEA
SO001213,2025-04-21,P007,Industrial Motor,Finished Goods,25,282.7,7067.5,EMEA
SO001214,2026-01-15,P003,Aluminum Sheet,Raw Materials,29,14.56,422.24,Asia Pacific
SO001215,2025-03-11,P018,Inspection Tag,Packaging,25,0.98,24.5,Europe
SO001216,2026-02-09,P012,Power Converter,Electronics,31,76.82,2381.42,EMEA
SO001217,2025-05-28,P001,Steel Coil,Raw Materials,3,20.34,61.02,Asia Pacific
SO001218,2026-03-02,P002,Copper Wire,Raw Materials,28,21.75,609.0,Asia Pacific
SO001219,2026-04-01,P015,Fastener Kit,Components,31,7.2,223.2,Europe
SO001220,2026-01-24,P012,Power Converter,Electronics,31,67.57,2094.67,Latin America
SO001221,2025-10-23,P024,Industrial Sensor,Electronics,29,149.63,4339.27,Latin America
SO001222,2026-04-13,P010,Shipping Crate,Packaging,16,13.26,212.16,North America
SO001223,2026-05-04,P013,Quality Label,Packaging,12,1.32,15.84,Latin America
SO001224,2025-04-05,P019,Protective Film,Packaging,21,2.48,52.08,Asia Pacific
SO001225,2026-11-26,P025,Bulk Resin,Raw Materials,10,29.24,292.4,Asia Pacific
SO001226,2026-08-20,P022,Assembly Frame,Finished Goods,29,195.91,5681.39,Asia Pacific
SO001227,2026-04-08,P020,Insulation Tape,Raw Materials,15,5.33,79.95,Asia Pacific
SO001228,2025-08-13,P007,Industrial Motor,Finished Goods,15,287.85,4317.75,North America
SO001229,2025-10-19,P011,Sensor Module,Electronics,11,90.32,993.52,North America
SO001230,2025-09-15,P025,Bulk Resin,Raw Materials,12,29.11,349.32,North America
SO001231,2025-04-08,P008,Control Panel,Finished Goods,6,269.03,1614.18,EMEA
SO001232,2025-07-04,P018,Inspection Tag,Packaging,28,1.03,28.84,Latin America
SO001233,2026-04-01,P008,Control Panel,Finished Goods,13,289.56,3764.28,Asia Pacific
SO001234,2026-02-06,P005,Capacitor Kit,Components,9,11.39,102.51,Europe
SO001235,2025-10-06,P002,Copper Wire,Raw Materials,4,23.29,93.16,Europe
SO001236,2026-04-30,P008,Control Panel,Finished Goods,11,263.15,2894.65,Europe
SO001237,2026-09-25,P022,Assembly Frame,Finished Goods,26,204.24,5310.24,Asia Pacific
SO001238,2025-09-29,P011,Sensor Module,Electronics,3,90.39,271.17,North America
SO001239,2026-03-25,P021,Drive Controller,Electronics,3,106.12,318.36,Latin America
SO001240,2025-09-12,P007,Industrial Motor,Finished Goods,15,351.64,5274.6,Europe
SO001241,2025-03-09,P022,Assembly Frame,Finished Goods,14,189.61,2654.54,Latin America
SO001242,2026-09-01,P014,Wiring Bundle,Components,6,29.14,174.84,Latin America
SO001243,2026-07-31,P012,Power Converter,Electronics,19,67.94,1290.86,Latin America
SO001244,2026-12-14,P018,Inspection Tag,Packaging,14,1.01,14.14,Asia Pacific
SO001245,2025-09-03,P009,Packaging Sleeve,Packaging,4,4.19,16.76,Europe
SO001246,2025-10-20,P006,Printed Circuit Board,Components,7,53.18,372.26,EMEA
SO001247,2025-01-23,P005,Capacitor Kit,Components,19,12.03,228.57,Latin America
SO001248,2025-07-08,P017,Cooling Fan,Finished Goods,28,39.35,1101.8,Europe
SO001249,2025-07-21,P015,Fastener Kit,Components,28,7.02,196.56,North America
SO001250,2025-11-21,P013,Quality Label,Packaging,27,1.36,36.72,North America
SO001251,2026-08-31,P018,Inspection Tag,Packaging,11,1.08,11.88,North America
SO001252,2026-02-27,P013,Quality Label,Packaging,17,1.46,24.82,Asia Pacific
SO001253,2025-09-06,P012,Power Converter,Electronics,14,78.86,1104.04,Asia Pacific
SO001254,2025-08-30,P004,Resistor Pack,Components,19,9.32,177.08,Latin America
SO001255,2025-10-09,P020,Insulation Tape,Raw Materials,8,4.58,36.64,EMEA
SO001256,2026-09-20,P022,Assembly Frame,Finished Goods,24,179.57,4309.68,Asia Pacific
SO001257,2026-02-13,P018,Inspection Tag,Packaging,16,0.96,15.36,North America
SO001258,2026-09-19,P010,Shipping Crate,Packaging,17,14.04,238.68,Europe
SO001259,2025-01-24,P019,Protective Film,Packaging,29,2.6,75.4,North America
SO001260,2025-11-03,P013,Quality Label,Packaging,17,1.43,24.31,Asia Pacific
SO001261,2025-08-07,P018,Inspection Tag,Packaging,13,0.86,11.18,North America
SO001262,2025-10-11,P014,Wiring Bundle,Components,4,26.49,105.96,Latin America
SO001263,2026-10-04,P008,Control Panel,Finished Goods,24,275.9,6621.6,EMEA
SO001264,2025-07-20,P017,Cooling Fan,Finished Goods,30,43.65,1309.5,Latin America
SO001265,2025-08-08,P018,Inspection Tag,Packaging,21,1.08,22.68,Asia Pacific
SO001266,2026-05-20,P008,Control Panel,Finished Goods,4,247.29,989.16,Latin America
SO001267,2025-12-16,P008,Control Panel,Finished Goods,12,244.95,2939.4,EMEA
SO001268,2026-05-26,P011,Sensor Module,Electronics,16,95.97,1535.52,Latin America
SO001269,2026-04-03,P022,Assembly Frame,Finished Goods,27,168.2,4541.4,North America
SO001270,2025-03-23,P018,Inspection Tag,Packaging,32,0.84,26.88,EMEA
SO001271,2025-03-26,P020,Insulation Tape,Raw Materials,24,4.65,111.6,Asia Pacific
SO001272,2026-07-27,P006,Printed Circuit Board,Components,31,52.19,1617.89,North America
SO001273,2025-08-29,P012,Power Converter,Electronics,29,79.42,2303.18,Europe
SO001274,2026-01-14,P024,Industrial Sensor,Electronics,22,144.33,3175.26,North America
SO001275,2025-05-01,P001,Steel Coil,Raw Materials,9,18.04,162.36,Europe
SO001276,2026-08-28,P011,Sensor Module,Electronics,28,99.92,2797.76,North America
SO001277,2025-11-26,P001,Steel Coil,Raw Materials,8,18.98,151.84,Europe
SO001278,2026-12-21,P002,Copper Wire,Raw Materials,5,20.81,104.05,Europe
SO001279,2025-05-16,P008,Control Panel,Finished Goods,28,243.2,6809.6,Asia Pacific
SO001280,2026-10-21,P021,Drive Controller,Electronics,4,114.88,459.52,Europe
SO001281,2026-07-27,P024,Industrial Sensor,Electronics,20,125.49,2509.8,EMEA
SO001282,2026-03-24,P011,Sensor Module,Electronics,19,100.51,1909.69,Asia Pacific
SO001283,2025-10-18,P019,Protective Film,Packaging,17,2.42,41.14,Europe
SO001284,2026-10-15,P015,Fastener Kit,Components,23,6.06,139.38,EMEA
SO001285,2025-04-15,P021,Drive Controller,Electronics,20,105.05,2101.0,Latin America
SO001286,2026-07-03,P005,Capacitor Kit,Components,3,12.29,36.87,Latin America
SO001287,2026-09-07,P001,Steel Coil,Raw Materials,29,20.53,595.37,Latin America
SO001288,2026-06-09,P001,Steel Coil,Raw Materials,14,20.42,285.88,EMEA
SO001289,2025-08-16,P006,Printed Circuit Board,Components,31,50.0,1550.0,Asia Pacific
SO001290,2025-01-09,P018,Inspection Tag,Packaging,28,0.86,24.08,Latin America
SO001291,2026-09-30,P014,Wiring Bundle,Components,6,29.67,178.02,North America
SO001292,2026-11-21,P003,Aluminum Sheet,Raw Materials,17,16.68,283.56,EMEA
SO001293,2026-08-03,P008,Control Panel,Finished Goods,19,239.45,4549.55,North America
SO001294,2026-04-30,P002,Copper Wire,Raw Materials,23,20.65,474.95,North America
SO001295,2026-04-20,P011,Sensor Module,Electronics,7,86.62,606.34,EMEA
SO001296,2026-04-09,P015,Fastener Kit,Components,4,5.9,23.6,North America
SO001297,2025-07-11,P005,Capacitor Kit,Components,31,11.17,346.27,Europe
SO001298,2025-09-07,P004,Resistor Pack,Components,25,7.67,191.75,Latin America
SO001299,2026-12-03,P011,Sensor Module,Electronics,25,102.96,2574.0,EMEA
SO001300,2025-08-03,P015,Fastener Kit,Components,23,7.08,162.84,North America
SO001301,2026-01-10,P010,Shipping Crate,Packaging,31,13.11,406.41,Latin America
SO001302,2025-06-13,P024,Industrial Sensor,Electronics,4,146.84,587.36,Latin America
SO001303,2025-06-10,P011,Sensor Module,Electronics,24,95.81,2299.44,Latin America
SO001304,2025-08-12,P004,Resistor Pack,Components,23,9.24,212.52,EMEA
SO001305,2026-01-03,P015,Fastener Kit,Components,27,6.69,180.63,Europe
SO001306,2026-10-16,P016,Battery Pack,Electronics,7,124.81,873.67,EMEA
SO001307,2025-10-17,P002,Copper Wire,Raw Materials,9,21.8,196.2,EMEA
SO001308,2025-03-03,P023,Vendor Seal,Packaging,2,0.65,1.3,EMEA
SO001309,2025-11-01,P017,Cooling Fan,Finished Goods,2,45.03,90.06,North America
SO001310,2026-10-15,P020,Insulation Tape,Raw Materials,8,5.02,40.16,Latin America
SO001311,2026-10-21,P011,Sensor Module,Electronics,22,90.32,1987.04,Europe
SO001312,2026-05-16,P009,Packaging Sleeve,Packaging,32,3.49,111.68,Europe
SO001313,2025-07-07,P008,Control Panel,Finished Goods,20,230.42,4608.4,Asia Pacific
SO001314,2026-09-13,P013,Quality Label,Packaging,13,1.43,18.59,EMEA
SO001315,2026-11-14,P008,Control Panel,Finished Goods,9,266.13,2395.17,Asia Pacific
SO001316,2026-04-09,P022,Assembly Frame,Finished Goods,14,164.7,2305.8,EMEA
SO001317,2025-10-07,P016,Battery Pack,Electronics,17,152.7,2595.9,Europe
SO001318,2025-04-01,P001,Steel Coil,Raw Materials,32,19.37,619.84,Latin America
SO001319,2026-10-11,P009,Packaging Sleeve,Packaging,32,4.06,129.92,Asia Pacific
SO001320,2026-01-20,P006,Printed Circuit Board,Components,27,46.9,1266.3,Europe
SO001321,2026-11-16,P010,Shipping Crate,Packaging,5,14.44,72.2,Europe
SO001322,2026-07-02,P002,Copper Wire,Raw Materials,24,22.7,544.8,EMEA
SO001323,2026-07-03,P011,Sensor Module,Electronics,19,70.73,1343.87,Asia Pacific
SO001324,2026-03-14,P020,Insulation Tape,Raw Materials,9,5.05,45.45,North America
SO001325,2025-08-23,P015,Fastener Kit,Components,4,7.15,28.6,Europe
SO001326,2026-02-15,P022,Assembly Frame,Finished Goods,28,172.45,4828.6,EMEA
SO001327,2026-02-22,P020,Insulation Tape,Raw Materials,4,4.61,18.44,EMEA
SO001328,2026-10-13,P020,Insulation Tape,Raw Materials,19,5.44,103.36,EMEA
SO001329,2026-11-18,P022,Assembly Frame,Finished Goods,2,192.59,385.18,Asia Pacific
SO001330,2026-09-29,P007,Industrial Motor,Finished Goods,16,342.39,5478.24,North America
SO001331,2025-05-11,P015,Fastener Kit,Components,19,7.01,133.19,Latin America
SO001332,2025-01-07,P010,Shipping Crate,Packaging,11,15.82,174.02,Europe
SO001333,2026-01-28,P013,Quality Label,Packaging,20,1.52,30.4,North America
SO001334,2026-06-06,P018,Inspection Tag,Packaging,23,1.07,24.61,EMEA
SO001335,2025-09-03,P017,Cooling Fan,Finished Goods,5,37.09,185.45,North America
SO001336,2026-03-06,P020,Insulation Tape,Raw Materials,14,4.82,67.48,Europe
SO001337,2026-08-04,P021,Drive Controller,Electronics,11,107.38,1181.18,Europe
SO001338,2026-07-08,P007,Industrial Motor,Finished Goods,30,261.78,7853.4,Latin America
SO001339,2025-06-04,P017,Cooling Fan,Finished Goods,10,43.86,438.6,EMEA
SO001340,2026-01-09,P021,Drive Controller,Electronics,20,117.64,2352.8,North America
SO001341,2025-06-10,P021,Drive Controller,Electronics,15,108.24,1623.6,Latin America
SO001342,2026-12-03,P020,Insulation Tape,Raw Materials,23,4.78,109.94,Latin America
SO001343,2025-02-04,P025,Bulk Resin,Raw Materials,31,32.23,999.13,Europe
SO001344,2026-01-18,P014,Wiring Bundle,Components,27,28.39,766.53,Europe
SO001345,2026-10-17,P025,Bulk Resin,Raw Materials,7,33.21,232.47,EMEA
SO001346,2026-12-04,P015,Fastener Kit,Components,15,6.52,97.8,Latin America
SO001347,2025-06-20,P002,Copper Wire,Raw Materials,28,19.99,559.72,Latin America
SO001348,2026-09-25,P009,Packaging Sleeve,Packaging,29,3.6,104.4,Latin America
SO001349,2025-08-14,P014,Wiring Bundle,Components,16,24.93,398.88,EMEA
SO001350,2025-09-14,P024,Industrial Sensor,Electronics,20,137.21,2744.2,EMEA
SO001351,2025-06-25,P007,Industrial Motor,Finished Goods,4,308.06,1232.24,Europe
SO001352,2026-09-23,P025,Bulk Resin,Raw Materials,6,35.5,213.0,Europe
SO001353,2025-12-03,P018,Inspection Tag,Packaging,19,0.84,15.96,Europe
SO001354,2025-04-24,P007,Industrial Motor,Finished Goods,30,319.7,9591.0,Asia Pacific
SO001355,2025-07-19,P002,Copper Wire,Raw Materials,9,22.65,203.85,North America
SO001356,2026-01-29,P017,Cooling Fan,Finished Goods,22,45.23,995.06,Latin America
SO001357,2026-04-02,P023,Vendor Seal,Packaging,12,0.7,8.4,North America
SO001358,2025-04-02,P019,Protective Film,Packaging,14,2.22,31.08,Latin America
SO001359,2026-03-14,P020,Insulation Tape,Raw Materials,22,4.74,104.28,Europe
SO001360,2025-01-25,P016,Battery Pack,Electronics,12,123.96,1487.52,Latin America
SO001361,2026-08-04,P003,Aluminum Sheet,Raw Materials,24,16.01,384.24,EMEA
SO001362,2025-08-17,P011,Sensor Module,Electronics,12,97.03,1164.36,Asia Pacific
SO001363,2026-12-27,P024,Industrial Sensor,Electronics,30,183.31,5499.3,Europe
SO001364,2026-06-22,P009,Packaging Sleeve,Packaging,22,4.22,92.84,Europe
SO001365,2025-10-05,P009,Packaging Sleeve,Packaging,21,3.49,73.29,Asia Pacific
SO001366,2026-04-20,P020,Insulation Tape,Raw Materials,30,4.47,134.1,North America
SO001367,2025-09-23,P002,Copper Wire,Raw Materials,14,22.57,315.98,EMEA
SO001368,2025-04-16,P023,Vendor Seal,Packaging,30,0.71,21.3,EMEA
SO001369,2025-12-18,P008,Control Panel,Finished Goods,17,228.84,3890.28,EMEA
SO001370,2026-01-08,P004,Resistor Pack,Components,11,9.13,100.43,Europe
SO001371,2025-08-20,P017,Cooling Fan,Finished Goods,18,45.19,813.42,EMEA
SO001372,2026-11-27,P011,Sensor Module,Electronics,8,101.61,812.88,Latin America
SO001373,2026-04-03,P005,Capacitor Kit,Components,27,13.08,353.16,EMEA
SO001374,2025-01-27,P010,Shipping Crate,Packaging,25,15.21,380.25,EMEA
SO001375,2025-11-02,P022,Assembly Frame,Finished Goods,9,162.41,1461.69,Latin America
SO001376,2026-04-26,P014,Wiring Bundle,Components,26,26.79,696.54,Latin America
SO001377,2026-03-11,P018,Inspection Tag,Packaging,28,0.94,26.32,Europe
SO001378,2025-02-06,P014,Wiring Bundle,Components,26,26.04,677.04,EMEA
SO001379,2025-02-04,P004,Resistor Pack,Components,19,7.92,150.48,Europe
SO001380,2025-12-29,P022,Assembly Frame,Finished Goods,19,176.91,3361.29,Asia Pacific
SO001381,2026-10-24,P016,Battery Pack,Electronics,27,145.15,3919.05,Europe
SO001382,2026-07-28,P021,Drive Controller,Electronics,6,110.1,660.6,EMEA
SO001383,2025-02-28,P008,Control Panel,Finished Goods,28,275.37,7710.36,Latin America
SO001384,2025-07-09,P025,Bulk Resin,Raw Materials,13,32.66,424.58,Europe
SO001385,2025-04-29,P001,Steel Coil,Raw Materials,17,17.32,294.44,Latin America
SO001386,2025-08-19,P025,Bulk Resin,Raw Materials,13,32.35,420.55,Europe
SO001387,2026-05-21,P001,Steel Coil,Raw Materials,13,18.99,246.87,Asia Pacific
SO001388,2026-05-21,P001,Steel Coil,Raw Materials,14,20.02,280.28,EMEA
SO001389,2025-09-27,P020,Insulation Tape,Raw Materials,17,4.53,77.01,Latin America
SO001390,2026-08-07,P012,Power Converter,Electronics,15,68.34,1025.1,EMEA
SO001391,2025-01-18,P014,Wiring Bundle,Components,20,25.84,516.8,Asia Pacific
SO001392,2026-01-04,P002,Copper Wire,Raw Materials,9,23.85,214.65,Latin America
SO001393,2026-03-28,P012,Power Converter,Electronics,11,83.68,920.48,EMEA
SO001394,2026-09-07,P008,Control Panel,Finished Goods,2,287.06,574.12,North America
SO001395,2025-09-17,P025,Bulk Resin,Raw Materials,29,32.31,936.99,Latin America
SO001396,2026-04-21,P003,Aluminum Sheet,Raw Materials,15,14.73,220.95,North America
SO001397,2026-02-03,P018,Inspection Tag,Packaging,2,0.82,1.64,North America
SO001398,2026-11-21,P001,Steel Coil,Raw Materials,5,19.72,98.6,North America
SO001399,2026-10-23,P023,Vendor Seal,Packaging,15,0.65,9.75,Europe
SO001400,2025-11-27,P014,Wiring Bundle,Components,13,28.18,366.34,Europe
SO001401,2025-06-07,P012,Power Converter,Electronics,3,68.05,204.15,North America
SO001402,2025-01-06,P017,Cooling Fan,Finished Goods,6,42.5,255.0,Europe
SO001403,2026-11-21,P010,Shipping Crate,Packaging,2,13.72,27.44,EMEA
SO001404,2025-09-11,P009,Packaging Sleeve,Packaging,16,4.09,65.44,North America
SO001405,2025-09-24,P002,Copper Wire,Raw Materials,28,20.83,583.24,North America
SO001406,2026-08-11,P020,Insulation Tape,Raw Materials,26,5.49,142.74,Europe
SO001407,2025-10-08,P003,Aluminum Sheet,Raw Materials,29,17.07,495.03,Europe
SO001408,2026-02-11,P025,Bulk Resin,Raw Materials,25,30.48,762.0,Latin America
SO001409,2025-06-18,P023,Vendor Seal,Packaging,2,0.69,1.38,Latin America
SO001410,2026-08-05,P014,Wiring Bundle,Components,31,27.27,845.37,Europe
SO001411,2025-04-04,P021,Drive Controller,Electronics,20,130.38,2607.6,North America
SO001412,2025-12-30,P023,Vendor Seal,Packaging,1,0.73,0.73,EMEA
SO001413,2026-05-07,P001,Steel Coil,Raw Materials,26,17.12,445.12,Asia Pacific
SO001414,2025-04-20,P019,Protective Film,Packaging,17,2.33,39.61,North America
SO001415,2025-09-23,P005,Capacitor Kit,Components,5,12.57,62.85,Asia Pacific
SO001416,2025-04-20,P014,Wiring Bundle,Components,8,26.35,210.8,Asia Pacific
SO001417,2025-05-06,P004,Resistor Pack,Components,30,9.2,276.0,Asia Pacific
SO001418,2026-07-22,P009,Packaging Sleeve,Packaging,1,4.07,4.07,EMEA
SO001419,2026-11-21,P009,Packaging Sleeve,Packaging,26,4.07,105.82,Latin America
SO001420,2025-04-23,P011,Sensor Module,Electronics,19,82.75,1572.25,Europe
SO001421,2026-05-18,P010,Shipping Crate,Packaging,20,14.9,298.0,Latin America
SO001422,2026-09-15,P003,Aluminum Sheet,Raw Materials,2,17.2,34.4,Asia Pacific
SO001423,2026-11-04,P020,Insulation Tape,Raw Materials,22,5.26,115.72,EMEA
SO001424,2026-11-04,P023,Vendor Seal,Packaging,17,0.68,11.56,Latin America
SO001425,2026-05-23,P008,Control Panel,Finished Goods,10,282.17,2821.7,Asia Pacific
SO001426,2025-07-29,P019,Protective Film,Packaging,12,2.49,29.88,Latin America
SO001427,2026-12-19,P016,Battery Pack,Electronics,10,157.23,1572.3,North America
SO001428,2025-03-04,P018,Inspection Tag,Packaging,26,0.88,22.88,North America
SO001429,2025-06-01,P016,Battery Pack,Electronics,4,122.97,491.88,EMEA
SO001430,2026-11-14,P009,Packaging Sleeve,Packaging,19,3.85,73.15,Asia Pacific
SO001431,2026-12-03,P004,Resistor Pack,Components,6,7.93,47.58,Europe
SO001432,2025-02-12,P016,Battery Pack,Electronics,31,122.71,3804.01,Asia Pacific
SO001433,2026-05-07,P005,Capacitor Kit,Components,9,11.18,100.62,EMEA
SO001434,2025-11-07,P021,Drive Controller,Electronics,10,124.35,1243.5,Asia Pacific
SO001435,2025-05-21,P009,Packaging Sleeve,Packaging,3,3.5,10.5,EMEA
SO001436,2026-07-03,P021,Drive Controller,Electronics,19,98.1,1863.9,Europe
SO001437,2026-04-24,P019,Protective Film,Packaging,23,2.17,49.91,Asia Pacific
SO001438,2026-09-09,P016,Battery Pack,Electronics,16,150.54,2408.64,Asia Pacific
SO001439,2026-05-19,P021,Drive Controller,Electronics,14,115.15,1612.1,North America
SO001440,2026-07-19,P010,Shipping Crate,Packaging,12,14.68,176.16,Europe
SO001441,2025-06-02,P007,Industrial Motor,Finished Goods,22,305.86,6728.92,EMEA
SO001442,2025-03-16,P013,Quality Label,Packaging,13,1.48,19.24,Europe
SO001443,2026-10-22,P021,Drive Controller,Electronics,27,118.2,3191.4,North America
SO001444,2025-08-02,P005,Capacitor Kit,Components,4,13.14,52.56,Latin America
SO001445,2025-05-07,P016,Battery Pack,Electronics,13,148.28,1927.64,Europe
SO001446,2025-11-27,P012,Power Converter,Electronics,17,82.0,1394.0,North America
SO001447,2026-05-29,P013,Quality Label,Packaging,15,1.58,23.7,Latin America
SO001448,2026-01-31,P008,Control Panel,Finished Goods,29,244.62,7093.98,Europe
SO001449,2025-04-16,P018,Inspection Tag,Packaging,20,0.87,17.4,Europe
SO001450,2025-02-15,P016,Battery Pack,Electronics,29,147.4,4274.6,Latin America
SO001451,2025-07-18,P021,Drive Controller,Electronics,14,114.93,1609.02,EMEA
SO001452,2025-12-28,P015,Fastener Kit,Components,21,6.67,140.07,North America
SO001453,2026-05-19,P007,Industrial Motor,Finished Goods,18,290.25,5224.5,EMEA
SO001454,2025-08-27,P008,Control Panel,Finished Goods,22,247.11,5436.42,EMEA
SO001455,2025-05-11,P021,Drive Controller,Electronics,22,119.83,2636.26,Latin America
SO001456,2025-01-28,P024,Industrial Sensor,Electronics,12,157.46,1889.52,Asia Pacific
SO001457,2026-04-26,P013,Quality Label,Packaging,23,1.47,33.81,Europe
SO001458,2025-03-16,P015,Fastener Kit,Components,20,6.22,124.4,Europe
SO001459,2026-07-16,P002,Copper Wire,Raw Materials,5,21.32,106.6,Asia Pacific
SO001460,2025-10-24,P022,Assembly Frame,Finished Goods,20,204.84,4096.8,EMEA
SO001461,2025-06-27,P001,Steel Coil,Raw Materials,10,18.05,180.5,North America
SO001462,2026-06-19,P003,Aluminum Sheet,Raw Materials,22,14.4,316.8,North America
SO001463,2026-12-09,P021,Drive Controller,Electronics,11,130.67,1437.37,EMEA
SO001464,2026-12-31,P024,Industrial Sensor,Electronics,11,176.06,1936.66,Europe
SO001465,2025-12-05,P002,Copper Wire,Raw Materials,3,24.46,73.38,EMEA
SO001466,2025-07-26,P014,Wiring Bundle,Components,6,26.3,157.8,North America
SO001467,2026-01-14,P024,Industrial Sensor,Electronics,16,134.3,2148.8,Europe
SO001468,2026-04-13,P002,Copper Wire,Raw Materials,13,21.62,281.06,Asia Pacific
SO001469,2025-05-30,P007,Industrial Motor,Finished Goods,31,303.05,9394.55,Europe
SO001470,2025-11-20,P006,Printed Circuit Board,Components,3,44.05,132.15,EMEA
SO001471,2025-04-15,P008,Control Panel,Finished Goods,4,279.04,1116.16,Latin America
SO001472,2026-04-22,P010,Shipping Crate,Packaging,11,15.1,166.1,North America
SO001473,2026-08-13,P022,Assembly Frame,Finished Goods,2,165.22,330.44,Asia Pacific
SO001474,2026-04-17,P016,Battery Pack,Electronics,26,134.88,3506.88,North America
SO001475,2025-02-06,P024,Industrial Sensor,Electronics,22,135.97,2991.34,EMEA
SO001476,2025-12-05,P006,Printed Circuit Board,Components,26,44.37,1153.62,Asia Pacific
SO001477,2026-03-21,P006,Printed Circuit Board,Components,14,53.64,750.96,EMEA
SO001478,2025-09-16,P008,Control Panel,Finished Goods,4,272.21,1088.84,Europe
SO001479,2026-05-12,P021,Drive Controller,Electronics,32,110.73,3543.36,EMEA
SO001480,2026-03-11,P021,Drive Controller,Electronics,23,104.16,2395.68,Europe
SO001481,2025-04-21,P009,Packaging Sleeve,Packaging,27,4.02,108.54,Europe
SO001482,2025-12-20,P015,Fastener Kit,Components,14,6.51,91.14,Latin America
SO001483,2026-08-19,P015,Fastener Kit,Components,16,5.83,93.28,Europe
SO001484,2025-08-11,P018,Inspection Tag,Packaging,13,1.03,13.39,Europe
SO001485,2025-08-24,P016,Battery Pack,Electronics,22,152.94,3364.68,Latin America
SO001486,2025-06-15,P010,Shipping Crate,Packaging,12,14.34,172.08,Latin America
SO001487,2025-04-18,P010,Shipping Crate,Packaging,1,13.05,13.05,Asia Pacific
SO001488,2026-01-06,P023,Vendor Seal,Packaging,1,0.65,0.65,Europe
SO001489,2026-01-22,P001,Steel Coil,Raw Materials,27,16.66,449.82,Latin America
SO001490,2025-03-02,P024,Industrial Sensor,Electronics,14,167.63,2346.82,Latin America
SO001491,2026-12-06,P013,Quality Label,Packaging,2,1.58,3.16,EMEA
SO001492,2025-02-28,P012,Power Converter,Electronics,22,67.86,1492.92,Asia Pacific
SO001493,2025-06-03,P001,Steel Coil,Raw Materials,21,16.59,348.39,Europe
SO001494,2025-11-12,P006,Printed Circuit Board,Components,27,46.54,1256.58,North America
SO001495,2025-01-17,P010,Shipping Crate,Packaging,31,15.25,472.75,Asia Pacific
SO001496,2026-12-08,P022,Assembly Frame,Finished Goods,25,165.81,4145.25,EMEA
SO001497,2025-09-03,P017,Cooling Fan,Finished Goods,27,46.39,1252.53,Latin America
SO001498,2025-04-18,P012,Power Converter,Electronics,7,69.1,483.7,Asia Pacific
SO001499,2025-04-21,P012,Power Converter,Electronics,10,77.91,779.1,Asia Pacific
SO001500,2025-03-21,P015,Fastener Kit,Components,15,7.24,108.6,Asia Pacific
SO001501,2025-12-08,P003,Aluminum Sheet,Raw Materials,3,16.37,49.11,Asia Pacific
SO001502,2026-02-16,P019,Protective Film,Packaging,24,2.24,53.76,Asia Pacific
SO001503,2025-02-25,P015,Fastener Kit,Components,15,6.94,104.1,Asia Pacific
SO001504,2026-10-26,P015,Fastener Kit,Components,12,6.16,73.92,North America
SO001505,2026-02-24,P001,Steel Coil,Raw Materials,12,20.48,245.76,North America
SO001506,2026-02-10,P002,Copper Wire,Raw Materials,20,19.46,389.2,North America
